search_id,timestamp,citizen_id,category,flagged_category,device_type
SR-0013084,2026-04-24 00:26:00,PR-00097,Foreign news,Y,Laptop
SR-0013085,2026-02-15 02:21:00,PR-02561,Cultural and religious gatherings,Y,Phone
SR-0013086,2026-03-14 00:22:00,PR-00604,Local news,N,Skills Institute Terminal
SR-0013087,2026-02-20 23:08:00,PR-01457,Entertainment,N,Phone
SR-0013088,2026-06-19 01:06:00,PR-01481,Privacy tools,Y,Laptop
SR-0013089,2026-01-17 15:55:00,PR-02813,Entertainment,N,Phone
SR-0013090,2026-02-03 01:56:00,PR-02928,Shopping,N,Phone
SR-0013091,2026-05-02 01:14:00,PR-01485,Shopping,N,Phone
SR-0013092,2026-06-27 01:12:00,PR-00458,Weather,N,Phone
SR-0013093,2026-01-31 21:02:00,PR-00638,Health,N,Laptop
SR-0013094,2026-05-22 05:08:00,PR-01169,Shopping,N,Laptop
SR-0013095,2026-05-08 00:26:00,PR-01479,Local news,N,Laptop
SR-0013096,2026-03-24 03:53:00,PR-00640,Local news,N,Phone
SR-0013097,2026-06-30 13:11:00,PR-01311,Independent media,Y,Phone
SR-0013098,2026-06-03 02:27:00,PR-01451,Shopping,N,Phone
SR-0013099,2026-02-08 05:28:00,PR-01563,Recipes,N,Public Library Terminal
SR-0013100,2026-02-03 20:03:00,PR-02793,Travel domestic (permitted),N,Laptop
SR-0013101,2026-03-19 11:49:00,PR-02361,Local news,N,Skills Institute Terminal
SR-0013102,2026-06-17 06:00:00,PR-01737,Entertainment,N,Phone
SR-0013103,2026-05-10 10:44:00,PR-00249,Local news,N,Phone
SR-0013104,2026-03-28 10:56:00,PR-02890,Entertainment,N,Phone
SR-0013105,2026-01-14 06:08:00,PR-00213,Entertainment,N,Laptop
SR-0013106,2026-04-30 09:51:00,PR-02899,Shopping,N,Skills Institute Terminal
SR-0013107,2026-01-19 05:43:00,PR-01852,Travel domestic (permitted),N,Phone
SR-0013108,2026-06-10 23:45:00,PR-01648,Sports,N,Laptop
SR-0013109,2026-02-16 12:39:00,PR-00209,Entertainment,N,Phone
SR-0013110,2026-03-05 08:49:00,PR-02426,Entertainment,N,Laptop
SR-0013111,2026-03-23 02:28:00,PR-01397,Sports,N,Public Library Terminal
SR-0013112,2026-06-01 04:38:00,PR-02624,Sports,N,Phone
SR-0013113,2026-01-30 12:52:00,PR-01872,Independent media,Y,Laptop
SR-0013114,2026-04-01 20:55:00,PR-01824,Weather,N,Phone
SR-0013115,2026-05-28 22:19:00,PR-02176,Shopping,N,Laptop
SR-0013116,2026-06-07 06:20:00,PR-02617,Shopping,N,Phone
SR-0013117,2026-06-06 20:32:00,PR-01397,Weather,N,Phone
SR-0013118,2026-04-06 17:37:00,PR-00836,Sports,N,Laptop
SR-0013119,2026-02-11 17:58:00,PR-00617,Health,N,Skills Institute Terminal
SR-0013120,2026-05-11 04:27:00,PR-01201,Weather,N,Skills Institute Terminal
SR-0013121,2026-02-20 14:36:00,PR-01300,Entertainment,N,Public Library Terminal
SR-0013122,2026-01-22 05:55:00,PR-02662,Social credit system criticism,Y,Phone
SR-0013123,2026-04-18 20:51:00,PR-00785,Encryption software,Y,Laptop
SR-0013124,2026-04-03 11:03:00,PR-02992,Weather,N,Phone
SR-0013125,2026-03-27 22:05:00,PR-02241,VPN tools,Y,Phone
SR-0013126,2026-03-29 06:00:00,PR-00315,Shopping,N,Phone
SR-0013127,2026-05-23 06:03:00,PR-00689,Foreign news,Y,Public Library Terminal
SR-0013128,2026-02-28 14:50:00,PR-01562,Entertainment,N,Phone
SR-0013129,2026-04-10 19:59:00,PR-01551,Entertainment,N,Phone
SR-0013130,2026-05-10 04:30:00,PR-00996,Shopping,N,Phone
SR-0013131,2026-01-07 05:54:00,PR-01032,Local news,N,Phone
SR-0013132,2026-03-29 20:02:00,PR-00590,Privacy tools,Y,Laptop
SR-0013133,2026-05-21 15:00:00,PR-00343,Recipes,N,Phone
SR-0013134,2026-01-07 11:19:00,PR-02044,Weather,N,Public Library Terminal
SR-0013135,2026-04-21 21:06:00,PR-02285,Independent media,Y,Laptop
SR-0013136,2026-04-24 20:22:00,PR-02179,Shopping,N,Phone
SR-0013137,2026-03-14 18:27:00,PR-00922,Entertainment,N,Phone
SR-0013138,2026-06-04 06:44:00,PR-02485,Local news,N,Phone
SR-0013139,2026-02-01 06:06:00,PR-00577,Local news,N,Laptop
SR-0013140,2026-03-23 07:31:00,PR-00349,Civic education,N,Public Library Terminal
SR-0013141,2026-01-01 23:28:00,PR-02571,Local news,N,Phone
SR-0013142,2026-03-14 05:10:00,PR-00030,Entertainment,N,Phone
SR-0013143,2026-03-03 15:35:00,PR-01970,VPN tools,Y,Phone
SR-0013144,2026-02-19 05:09:00,PR-02709,Recipes,N,Phone
SR-0013145,2026-02-11 14:08:00,PR-01123,Local news,N,Laptop
SR-0013146,2026-04-17 00:15:00,PR-02569,Sports,N,Laptop
SR-0013147,2026-02-12 14:52:00,PR-01391,Foreign news,Y,Phone
SR-0013148,2026-02-06 12:43:00,PR-00745,Independent media,Y,Phone
SR-0013149,2026-04-27 15:59:00,PR-01045,Encryption software,Y,Laptop
SR-0013150,2026-06-27 09:56:00,PR-02670,Entertainment,N,Phone
SR-0013151,2026-05-30 19:19:00,PR-02556,Travel domestic (permitted),N,Public Library Terminal
SR-0013152,2026-04-23 10:03:00,PR-02910,Shopping,N,Skills Institute Terminal
SR-0013153,2026-01-05 11:32:00,PR-01937,Civic education,N,Phone
SR-0013154,2026-06-27 15:41:00,PR-01826,VPN tools,Y,Laptop
SR-0013155,2026-03-23 21:00:00,PR-00201,Foreign news,Y,Laptop
SR-0013156,2026-04-08 23:54:00,PR-01515,Health,N,Laptop
SR-0013157,2026-05-31 19:57:00,PR-01965,Shopping,N,Phone
SR-0013158,2026-02-07 03:59:00,PR-00970,Sports,N,Phone
SR-0013159,2026-01-23 00:12:00,PR-01656,Shopping,N,Phone
SR-0013160,2026-01-19 10:48:00,PR-02373,Weather,N,Phone
SR-0013161,2026-05-04 19:35:00,PR-00017,Weather,N,Laptop
SR-0013162,2026-06-02 11:47:00,PR-02670,Weather,N,Phone
SR-0013163,2026-04-15 18:07:00,PR-01668,Entertainment,N,Phone
SR-0013164,2026-03-07 17:34:00,PR-02070,Health,N,Phone
SR-0013165,2026-04-17 13:43:00,PR-00305,Recipes,N,Laptop
SR-0013166,2026-06-20 17:38:00,PR-00570,Local news,N,Phone
SR-0013167,2026-06-03 19:16:00,PR-01655,Local news,N,Laptop
SR-0013168,2026-03-02 02:36:00,PR-01899,Foreign news,Y,Phone
SR-0013169,2026-02-02 19:59:00,PR-02561,Entertainment,N,Skills Institute Terminal
SR-0013170,2026-03-25 08:01:00,PR-00539,Health,N,Phone
SR-0013171,2026-04-24 02:29:00,PR-00390,Travel domestic (permitted),N,Public Library Terminal
SR-0013172,2026-06-10 05:13:00,PR-01953,Emigration procedures,Y,Phone
SR-0013173,2026-01-26 07:13:00,PR-00367,Health,N,Public Library Terminal
SR-0013174,2026-04-17 23:32:00,PR-00536,VPN tools,Y,Phone
SR-0013175,2026-06-14 23:24:00,PR-02295,Weather,N,Phone
SR-0013176,2026-05-02 08:02:00,PR-00435,Shopping,N,Laptop
SR-0013177,2026-05-19 10:37:00,PR-00238,Weather,N,Laptop
SR-0013178,2026-02-26 20:12:00,PR-02550,Shopping,N,Phone
SR-0013179,2026-03-11 14:30:00,PR-01793,Privacy tools,Y,Phone
SR-0013180,2026-05-22 04:22:00,PR-00496,Independent media,Y,Public Library Terminal
SR-0013181,2026-02-15 11:24:00,PR-00016,Entertainment,N,Phone
SR-0013182,2026-01-06 10:50:00,PR-01720,Health,N,Skills Institute Terminal
SR-0013183,2026-02-23 02:17:00,PR-01041,Local news,N,Laptop
SR-0013184,2026-04-04 06:25:00,PR-02987,Local news,N,Phone
SR-0013185,2026-01-24 11:07:00,PR-01518,Entertainment,N,Phone
SR-0013186,2026-04-08 08:12:00,PR-02422,Local news,N,Laptop
SR-0013187,2026-05-04 01:12:00,PR-01408,Entertainment,N,Phone
SR-0013188,2026-01-31 07:54:00,PR-01179,Shopping,N,Phone
SR-0013189,2026-03-04 23:02:00,PR-01767,Shopping,N,Phone
SR-0013190,2026-04-18 00:19:00,PR-00448,Weather,N,Laptop
SR-0013191,2026-03-26 09:29:00,PR-02148,Shopping,N,Phone
SR-0013192,2026-02-14 23:33:00,PR-00009,Health,N,Phone
SR-0013193,2026-01-10 12:53:00,PR-00122,Foreign news,Y,Skills Institute Terminal
SR-0013194,2026-06-08 10:45:00,PR-01459,VPN tools,Y,Public Library Terminal
SR-0013195,2026-05-22 11:44:00,PR-01111,Local news,N,Phone
SR-0013196,2026-03-06 07:57:00,PR-01677,Travel domestic (permitted),N,Phone
SR-0013197,2026-05-17 00:58:00,PR-02902,Local news,N,Laptop
SR-0013198,2026-02-25 09:50:00,PR-01350,Health,N,Phone
SR-0013199,2026-02-01 13:18:00,PR-00249,Local news,N,Phone
SR-0013200,2026-05-31 08:39:00,PR-01376,Score appeal process,Y,Laptop
SR-0013201,2026-02-10 23:58:00,PR-00349,Sports,N,Phone
SR-0013202,2026-02-15 03:17:00,PR-01804,Shopping,N,Laptop
SR-0013203,2026-03-12 19:22:00,PR-01463,Local news,N,Phone
SR-0013204,2026-01-19 07:00:00,PR-02784,Civic education,N,Laptop
SR-0013205,2026-06-13 21:43:00,PR-00260,Local news,N,Phone
SR-0013206,2026-02-20 11:42:00,PR-00708,Shopping,N,Laptop
SR-0013207,2026-01-05 05:37:00,PR-01472,Local news,N,Phone
SR-0013208,2026-05-09 06:11:00,PR-01335,VPN tools,Y,Phone
SR-0013209,2026-06-11 03:36:00,PR-01279,Travel domestic (permitted),N,Public Library Terminal
SR-0013210,2026-01-24 16:33:00,PR-02434,Local news,N,Laptop
SR-0013211,2026-03-23 11:42:00,PR-01039,Local news,N,Phone
SR-0013212,2026-04-16 10:00:00,PR-01201,Privacy tools,Y,Phone
SR-0013213,2026-05-15 04:47:00,PR-00160,Local news,N,Phone
SR-0013214,2026-02-07 16:06:00,PR-00332,Civic education,N,Laptop
SR-0013215,2026-03-30 13:38:00,PR-02796,Local news,N,Skills Institute Terminal
SR-0013216,2026-05-17 00:03:00,PR-00521,Local news,N,Laptop
SR-0013217,2026-05-26 21:55:00,PR-01396,Weather,N,Laptop
SR-0013218,2026-03-26 21:04:00,PR-01838,Sports,N,Phone
SR-0013219,2026-06-02 16:37:00,PR-00153,Encryption software,Y,Public Library Terminal
SR-0013220,2026-05-15 19:24:00,PR-00901,Foreign news,Y,Laptop
SR-0013221,2026-03-12 06:33:00,PR-00586,Local news,N,Laptop
SR-0013222,2026-03-06 14:07:00,PR-01876,Local news,N,Phone
SR-0013223,2026-05-18 02:56:00,PR-02940,Shopping,N,Phone
SR-0013224,2026-04-20 15:53:00,PR-01546,Protest organisation,Y,Laptop
SR-0013225,2026-01-12 09:47:00,PR-00210,Sports,N,Phone
SR-0013226,2026-01-26 12:21:00,PR-02419,Travel domestic (permitted),N,Phone
SR-0013227,2026-04-28 10:59:00,PR-00111,Privacy tools,Y,Laptop
SR-0013228,2026-02-17 07:10:00,PR-01910,Entertainment,N,Laptop
SR-0013229,2026-05-28 09:23:00,PR-02114,Entertainment,N,Phone
SR-0013230,2026-01-19 01:28:00,PR-01215,Foreign news,Y,Phone
SR-0013231,2026-01-16 12:54:00,PR-00218,Social credit system criticism,Y,Phone
SR-0013232,2026-02-07 10:56:00,PR-00486,Foreign news,Y,Phone
SR-0013233,2026-03-24 01:15:00,PR-00946,Sports,N,Laptop
SR-0013234,2026-05-22 12:08:00,PR-00398,Shopping,N,Laptop
SR-0013235,2026-03-06 23:06:00,PR-00152,Local news,N,Phone
SR-0013236,2026-05-20 12:11:00,PR-00156,Cultural and religious gatherings,Y,Public Library Terminal
SR-0013237,2026-02-11 20:24:00,PR-01234,Sports,N,Phone
SR-0013238,2026-06-10 17:56:00,PR-01971,Local news,N,Phone
SR-0013239,2026-05-25 21:56:00,PR-02276,Civic education,N,Phone
SR-0013240,2026-06-07 19:27:00,PR-01957,Shopping,N,Phone
SR-0013241,2026-03-05 14:32:00,PR-02269,Local news,N,Phone
SR-0013242,2026-01-14 12:14:00,PR-00620,Foreign news,Y,Laptop
SR-0013243,2026-06-29 22:08:00,PR-01021,Travel domestic (permitted),N,Laptop
SR-0013244,2026-04-21 15:59:00,PR-02370,Entertainment,N,Laptop
SR-0013245,2026-05-09 21:21:00,PR-02790,Sports,N,Phone
SR-0013246,2026-03-29 09:38:00,PR-02804,Shopping,N,Laptop
SR-0013247,2026-02-18 16:43:00,PR-00002,Recipes,N,Laptop
SR-0013248,2026-05-18 10:48:00,PR-01487,Cultural and religious gatherings,Y,Phone
SR-0013249,2026-02-04 19:37:00,PR-01251,Entertainment,N,Laptop
SR-0013250,2026-04-15 09:06:00,PR-02805,Weather,N,Phone
SR-0013251,2026-01-22 00:19:00,PR-02097,Local news,N,Phone
SR-0013252,2026-05-07 15:29:00,PR-01658,Cultural and religious gatherings,Y,Phone
SR-0013253,2026-01-05 09:05:00,PR-01703,Recipes,N,Laptop
SR-0013254,2026-03-22 15:20:00,PR-00068,Sports,N,Laptop
SR-0013255,2026-05-30 03:42:00,PR-01618,Civic education,N,Phone
SR-0013256,2026-06-22 00:01:00,PR-02965,Health,N,Phone
SR-0013257,2026-04-08 16:11:00,PR-01622,Encryption software,Y,Phone
SR-0013258,2026-05-03 21:10:00,PR-01723,Independent media,Y,Phone
SR-0013259,2026-04-23 07:21:00,PR-00166,Entertainment,N,Phone
SR-0013260,2026-04-10 03:17:00,PR-01076,Encryption software,Y,Laptop
SR-0013261,2026-01-31 05:53:00,PR-01305,Local news,N,Phone
SR-0013262,2026-01-11 16:21:00,PR-02189,Foreign news,Y,Public Library Terminal
SR-0013263,2026-04-25 03:03:00,PR-00285,Shopping,N,Laptop
SR-0013264,2026-05-20 15:25:00,PR-00113,Independent media,Y,Phone
SR-0013265,2026-06-07 10:10:00,PR-00374,Local news,N,Phone
SR-0013266,2026-04-30 05:18:00,PR-01757,Local news,N,Phone
SR-0013267,2026-01-19 23:03:00,PR-02466,Entertainment,N,Laptop
SR-0013268,2026-03-24 17:19:00,PR-01244,Shopping,N,Phone
SR-0013269,2026-05-22 23:40:00,PR-00100,Entertainment,N,Laptop
SR-0013270,2026-05-04 16:02:00,PR-00800,Foreign news,Y,Phone
SR-0013271,2026-01-23 00:28:00,PR-00685,Sports,N,Laptop
SR-0013272,2026-06-10 08:31:00,PR-01437,Protest organisation,Y,Laptop
SR-0013273,2026-02-16 16:04:00,PR-02817,VPN tools,Y,Phone
SR-0013274,2026-01-26 17:39:00,PR-01632,Foreign news,Y,Laptop
SR-0013275,2026-04-01 03:47:00,PR-02057,Entertainment,N,Phone
SR-0013276,2026-06-02 23:29:00,PR-02929,Entertainment,N,Phone
SR-0013277,2026-04-20 06:33:00,PR-00700,Sports,N,Phone
SR-0013278,2026-01-26 14:56:00,PR-02804,Civic education,N,Laptop
SR-0013279,2026-05-03 12:39:00,PR-00036,Entertainment,N,Laptop
SR-0013280,2026-05-10 17:52:00,PR-02379,Health,N,Phone
SR-0013281,2026-04-25 13:51:00,PR-01787,Cultural and religious gatherings,Y,Phone
SR-0013282,2026-05-04 07:53:00,PR-00432,Privacy tools,Y,Phone
SR-0013283,2026-05-19 21:10:00,PR-00103,Independent media,Y,Phone
SR-0013284,2026-05-04 13:30:00,PR-02383,Local news,N,Phone
SR-0013285,2026-01-14 07:27:00,PR-01810,Entertainment,N,Public Library Terminal
SR-0013286,2026-01-12 19:21:00,PR-00781,Health,N,Phone
SR-0013287,2026-02-24 04:34:00,PR-01698,Local news,N,Phone
SR-0013288,2026-02-07 00:00:00,PR-00524,Protest organisation,Y,Phone
SR-0013289,2026-04-17 18:41:00,PR-02476,Local news,N,Laptop
SR-0013290,2026-03-01 17:45:00,PR-02351,Civic education,N,Phone
SR-0013291,2026-03-16 03:43:00,PR-00949,Health,N,Phone
SR-0013292,2026-03-24 06:34:00,PR-00583,Protest organisation,Y,Phone
SR-0013293,2026-03-19 12:25:00,PR-01430,Privacy tools,Y,Laptop
SR-0013294,2026-06-07 01:29:00,PR-01429,Shopping,N,Phone
SR-0013295,2026-03-20 06:15:00,PR-01016,Recipes,N,Phone
SR-0013296,2026-02-25 07:09:00,PR-00096,Independent media,Y,Public Library Terminal
SR-0013297,2026-06-25 19:58:00,PR-02450,Score appeal process,Y,Phone
SR-0013298,2026-05-15 17:49:00,PR-01479,Score appeal process,Y,Phone
SR-0013299,2026-04-27 08:25:00,PR-02488,Cultural and religious gatherings,Y,Phone
SR-0013300,2026-02-24 01:52:00,PR-02342,Protest organisation,Y,Laptop
SR-0013301,2026-05-20 07:15:00,PR-01590,Shopping,N,Laptop
SR-0013302,2026-04-07 02:23:00,PR-01643,Health,N,Phone
SR-0013303,2026-06-27 14:54:00,PR-00680,Entertainment,N,Phone
SR-0013304,2026-06-01 04:53:00,PR-02905,Social credit system criticism,Y,Skills Institute Terminal
SR-0013305,2026-04-15 19:03:00,PR-01689,Recipes,N,Laptop
SR-0013306,2026-01-31 09:15:00,PR-02726,Health,N,Phone
SR-0013307,2026-04-18 18:37:00,PR-00864,Social credit system criticism,Y,Skills Institute Terminal
SR-0013308,2026-05-04 12:14:00,PR-02092,Local news,N,Skills Institute Terminal
SR-0013309,2026-02-28 07:22:00,PR-02637,Health,N,Phone
SR-0013310,2026-01-19 18:59:00,PR-00758,Entertainment,N,Phone
SR-0013311,2026-03-25 18:10:00,PR-00314,Shopping,N,Phone
SR-0013312,2026-04-21 22:04:00,PR-02300,Entertainment,N,Laptop
SR-0013313,2026-02-05 06:28:00,PR-01475,Travel domestic (permitted),N,Phone
SR-0013314,2026-02-28 02:06:00,PR-01877,Entertainment,N,Skills Institute Terminal
SR-0013315,2026-05-09 19:37:00,PR-01422,Cultural and religious gatherings,Y,Laptop
SR-0013316,2026-04-16 20:09:00,PR-01132,Local news,N,Laptop
SR-0013317,2026-05-24 13:41:00,PR-01299,Health,N,Phone
SR-0013318,2026-06-28 05:00:00,PR-01790,Entertainment,N,Laptop
SR-0013319,2026-05-11 14:05:00,PR-00675,Civic education,N,Phone
SR-0013320,2026-06-18 23:51:00,PR-01530,Sports,N,Public Library Terminal
SR-0013321,2026-05-18 14:42:00,PR-01920,VPN tools,Y,Phone
SR-0013322,2026-05-08 17:12:00,PR-01403,Entertainment,N,Laptop
SR-0013323,2026-06-19 09:32:00,PR-00502,Entertainment,N,Laptop
SR-0013324,2026-05-06 05:32:00,PR-00035,Sports,N,Laptop
SR-0013325,2026-06-12 10:51:00,PR-00060,Foreign news,Y,Laptop
SR-0013326,2026-04-28 21:22:00,PR-02247,Protest organisation,Y,Laptop
SR-0013327,2026-03-09 14:41:00,PR-00905,Entertainment,N,Laptop
SR-0013328,2026-01-13 21:56:00,PR-01962,Local news,N,Phone
SR-0013329,2026-05-22 17:08:00,PR-02799,Foreign news,Y,Phone
SR-0013330,2026-06-11 06:28:00,PR-01856,Recipes,N,Phone
SR-0013331,2026-04-01 12:59:00,PR-01592,Score appeal process,Y,Public Library Terminal
SR-0013332,2026-03-28 12:58:00,PR-02167,Shopping,N,Phone
SR-0013333,2026-06-30 23:46:00,PR-00950,Sports,N,Phone
SR-0013334,2026-03-08 02:43:00,PR-00585,Sports,N,Phone
SR-0013335,2026-01-21 01:20:00,PR-00684,VPN tools,Y,Phone
SR-0013336,2026-06-07 12:28:00,PR-02674,Weather,N,Phone
SR-0013337,2026-06-21 00:04:00,PR-00372,Local news,N,Phone
SR-0013338,2026-06-30 01:57:00,PR-00548,Foreign news,Y,Phone
SR-0013339,2026-06-26 10:00:00,PR-02971,Foreign news,Y,Laptop
SR-0013340,2026-06-30 13:58:00,PR-02346,Health,N,Phone
SR-0013341,2026-02-01 08:06:00,PR-02295,Score appeal process,Y,Laptop
SR-0013342,2026-03-19 12:00:00,PR-00168,Local news,N,Phone
SR-0013343,2026-06-26 15:58:00,PR-00838,Recipes,N,Laptop
SR-0013344,2026-03-18 11:19:00,PR-00329,Sports,N,Public Library Terminal
SR-0013345,2026-05-25 20:26:00,PR-01268,Encryption software,Y,Phone
SR-0013346,2026-01-07 12:07:00,PR-01599,Shopping,N,Phone
SR-0013347,2026-03-11 17:57:00,PR-00870,Local news,N,Public Library Terminal
SR-0013348,2026-05-14 06:43:00,PR-00386,Score appeal process,Y,Laptop
SR-0013349,2026-03-19 05:45:00,PR-02235,Travel domestic (permitted),N,Laptop
SR-0013350,2026-02-12 15:39:00,PR-01851,Sports,N,Phone
SR-0013351,2026-04-04 23:34:00,PR-01961,Sports,N,Phone
SR-0013352,2026-01-25 12:31:00,PR-00839,Health,N,Laptop
SR-0013353,2026-04-22 22:19:00,PR-00385,Entertainment,N,Phone
SR-0013354,2026-02-22 20:22:00,PR-01098,Health,N,Skills Institute Terminal
SR-0013355,2026-06-27 19:05:00,PR-00488,Local news,N,Laptop
SR-0013356,2026-04-21 10:14:00,PR-00165,Sports,N,Phone
SR-0013357,2026-06-24 12:47:00,PR-01410,VPN tools,Y,Phone
SR-0013358,2026-06-11 17:00:00,PR-01191,Recipes,N,Phone
SR-0013359,2026-01-18 12:28:00,PR-01742,Local news,N,Phone
SR-0013360,2026-06-05 04:59:00,PR-00966,Encryption software,Y,Phone
SR-0013361,2026-06-13 22:43:00,PR-02612,Weather,N,Public Library Terminal
SR-0013362,2026-03-12 04:13:00,PR-01975,Civic education,N,Phone
SR-0013363,2026-05-13 09:11:00,PR-02598,Travel domestic (permitted),N,Phone
SR-0013364,2026-01-09 06:21:00,PR-01895,Local news,N,Phone
SR-0013365,2026-02-12 20:16:00,PR-00457,Independent media,Y,Phone
SR-0013366,2026-03-14 23:03:00,PR-01598,Travel domestic (permitted),N,Laptop
SR-0013367,2026-03-14 22:59:00,PR-00227,Privacy tools,Y,Laptop
SR-0013368,2026-05-18 17:07:00,PR-00219,Local news,N,Laptop
SR-0013369,2026-05-07 03:37:00,PR-02868,Foreign news,Y,Laptop
SR-0013370,2026-05-17 17:19:00,PR-02759,Health,N,Laptop
SR-0013371,2026-04-09 13:26:00,PR-00327,Sports,N,Phone
SR-0013372,2026-02-07 20:05:00,PR-02110,Foreign news,Y,Phone
SR-0013373,2026-05-23 02:42:00,PR-00747,Sports,N,Phone
SR-0013374,2026-04-13 11:07:00,PR-00296,Sports,N,Laptop
SR-0013375,2026-02-01 22:30:00,PR-02991,Protest organisation,Y,Laptop
SR-0013376,2026-06-25 07:56:00,PR-02696,Sports,N,Phone
SR-0013377,2026-01-14 15:19:00,PR-01883,Recipes,N,Laptop
SR-0013378,2026-01-13 13:39:00,PR-02822,Local news,N,Laptop
SR-0013379,2026-01-02 02:49:00,PR-01928,Sports,N,Laptop
SR-0013380,2026-01-29 02:01:00,PR-01357,Recipes,N,Laptop
SR-0013381,2026-04-11 14:27:00,PR-00863,Recipes,N,Phone
SR-0013382,2026-03-02 00:41:00,PR-01723,Health,N,Laptop
SR-0013383,2026-01-07 21:16:00,PR-00734,Foreign news,Y,Phone
SR-0013384,2026-03-18 08:04:00,PR-02485,Health,N,Laptop
SR-0013385,2026-02-20 03:21:00,PR-02994,Score appeal process,Y,Public Library Terminal
SR-0013386,2026-03-15 09:23:00,PR-02297,Entertainment,N,Phone
SR-0013387,2026-05-10 08:47:00,PR-01439,Recipes,N,Phone
SR-0013388,2026-06-30 07:06:00,PR-01349,Local news,N,Public Library Terminal
SR-0013389,2026-04-10 15:46:00,PR-01797,Travel domestic (permitted),N,Phone
SR-0013390,2026-06-04 09:05:00,PR-01260,Health,N,Phone
SR-0013391,2026-06-09 23:44:00,PR-02789,Recipes,N,Phone
SR-0013392,2026-02-01 08:25:00,PR-00782,VPN tools,Y,Laptop
SR-0013393,2026-04-23 09:39:00,PR-00826,Weather,N,Laptop
SR-0013394,2026-02-12 10:29:00,PR-01125,Foreign news,Y,Laptop
SR-0013395,2026-03-20 21:38:00,PR-00761,Health,N,Laptop
SR-0013396,2026-02-05 08:13:00,PR-01516,Entertainment,N,Phone
SR-0013397,2026-04-26 13:56:00,PR-01584,Local news,N,Phone
SR-0013398,2026-04-23 19:08:00,PR-02061,Recipes,N,Phone
SR-0013399,2026-01-16 08:20:00,PR-00318,Travel domestic (permitted),N,Laptop
SR-0013400,2026-05-08 04:38:00,PR-00997,Weather,N,Phone
SR-0013401,2026-06-09 08:57:00,PR-02025,Local news,N,Laptop
SR-0013402,2026-06-08 13:55:00,PR-00869,Social credit system criticism,Y,Phone
SR-0013403,2026-04-08 23:48:00,PR-02040,Shopping,N,Phone
SR-0013404,2026-06-08 18:38:00,PR-01352,Civic education,N,Phone
SR-0013405,2026-03-08 03:41:00,PR-00758,Entertainment,N,Phone
SR-0013406,2026-02-15 18:14:00,PR-00036,Sports,N,Phone
SR-0013407,2026-03-22 16:48:00,PR-01567,Foreign news,Y,Phone
SR-0013408,2026-01-07 20:07:00,PR-01331,Sports,N,Laptop
SR-0013409,2026-03-03 16:03:00,PR-00637,Local news,N,Phone
SR-0013410,2026-05-19 17:24:00,PR-00315,Banned political parties,Y,Laptop
SR-0013411,2026-05-23 18:00:00,PR-00450,Emigration procedures,Y,Phone
SR-0013412,2026-06-03 17:02:00,PR-02488,Shopping,N,Laptop
SR-0013413,2026-03-26 05:34:00,PR-02547,Sports,N,Phone
SR-0013414,2026-05-07 00:18:00,PR-02932,Shopping,N,Phone
SR-0013415,2026-04-23 05:51:00,PR-01259,Shopping,N,Phone
SR-0013416,2026-01-28 00:20:00,PR-02791,Shopping,N,Phone
SR-0013417,2026-03-09 11:51:00,PR-00389,Local news,N,Laptop
SR-0013418,2026-04-27 23:12:00,PR-00249,Encryption software,Y,Phone
SR-0013419,2026-04-25 23:04:00,PR-02647,Recipes,N,Public Library Terminal
SR-0013420,2026-05-03 10:27:00,PR-00648,Shopping,N,Public Library Terminal
SR-0013421,2026-01-11 05:13:00,PR-00124,Health,N,Phone
SR-0013422,2026-04-13 11:35:00,PR-00623,Sports,N,Laptop
SR-0013423,2026-05-12 03:53:00,PR-00217,Protest organisation,Y,Phone
SR-0013424,2026-03-04 09:51:00,PR-00692,Local news,N,Phone
SR-0013425,2026-02-04 14:46:00,PR-02426,Entertainment,N,Laptop
SR-0013426,2026-02-23 12:32:00,PR-01744,Weather,N,Laptop
SR-0013427,2026-04-09 16:54:00,PR-01919,VPN tools,Y,Phone
SR-0013428,2026-05-15 12:14:00,PR-00159,Cultural and religious gatherings,Y,Laptop
SR-0013429,2026-01-10 02:02:00,PR-00990,VPN tools,Y,Phone
SR-0013430,2026-02-13 20:47:00,PR-01336,Shopping,N,Laptop
SR-0013431,2026-03-01 10:05:00,PR-01108,VPN tools,Y,Laptop
SR-0013432,2026-03-19 00:05:00,PR-00308,Recipes,N,Phone
SR-0013433,2026-01-21 05:41:00,PR-00246,Local news,N,Phone
SR-0013434,2026-03-22 23:07:00,PR-00270,Local news,N,Laptop
SR-0013435,2026-03-05 15:32:00,PR-00815,Entertainment,N,Laptop
SR-0013436,2026-05-19 09:21:00,PR-02905,VPN tools,Y,Phone
SR-0013437,2026-04-26 03:20:00,PR-00442,Shopping,N,Laptop
SR-0013438,2026-04-22 13:49:00,PR-00260,Shopping,N,Phone
SR-0013439,2026-05-08 03:22:00,PR-02758,Recipes,N,Laptop
SR-0013440,2026-03-08 17:06:00,PR-00042,Entertainment,N,Phone
SR-0013441,2026-01-03 08:00:00,PR-02571,Shopping,N,Public Library Terminal
SR-0013442,2026-05-25 11:08:00,PR-00800,VPN tools,Y,Phone
SR-0013443,2026-05-01 10:11:00,PR-00602,Recipes,N,Public Library Terminal
