change_id,change_date,citizen_id,reason_code,score_delta,recorded_by_officer_id
CH-0008787,2026-06-04,PR-01977,CV-021,-52,OFC-208
CH-0008788,2026-03-29,PR-02531,CV-021,-53,OFC-148
CH-0008789,2026-01-21,PR-02679,CV-002,-28,OFC-167
CH-0008790,2026-04-24,PR-01450,EM-031,-22,OFC-131
CH-0008791,2026-01-16,PR-01235,SR-101,-39,OFC-121
CH-0008792,2026-04-05,PR-00608,PR-111,-31,OFC-215
CH-0008793,2026-01-01,PR-01842,EM-030,7,OFC-111
CH-0008794,2026-02-17,PR-02360,TR-061,-44,OFC-237
CH-0008795,2026-05-05,PR-00897,CV-002,-23,OFC-150
CH-0008796,2026-03-11,PR-00907,CV-001,5,OFC-211
CH-0008797,2026-03-30,PR-00214,CV-020,12,OFC-204
CH-0008798,2026-06-08,PR-02985,CV-002,-26,OFC-141
CH-0008799,2026-03-26,PR-02576,CL-090,-11,OFC-227
CH-0008800,2026-02-26,PR-01965,SR-101,-40,OFC-234
CH-0008801,2026-06-25,PR-01003,AP-081,-5,OFC-218
CH-0008802,2026-04-08,PR-01929,SC-013,-73,OFC-147
CH-0008803,2026-06-29,PR-01485,CV-001,5,OFC-115
CH-0008804,2026-02-06,PR-01158,CV-003,-58,OFC-100
CH-0008805,2026-02-17,PR-02187,EM-031,-22,OFC-236
CH-0008806,2026-02-10,PR-00939,TR-061,-48,OFC-103
CH-0008807,2026-01-17,PR-00052,SC-013,-76,OFC-133
CH-0008808,2026-01-22,PR-00135,EM-031,-19,OFC-191
CH-0008809,2026-03-18,PR-00328,AP-081,-2,OFC-174
CH-0008810,2026-06-30,PR-01097,SC-013,-78,OFC-231
CH-0008811,2026-03-22,PR-00654,SR-102,10,OFC-149
CH-0008812,2026-05-01,PR-01201,SR-101,-35,OFC-165
CH-0008813,2026-03-07,PR-01803,TR-061,-42,OFC-111
CH-0008814,2026-04-02,PR-00820,SC-013,-74,OFC-132
CH-0008815,2026-05-01,PR-01977,CV-020,12,OFC-133
CH-0008816,2026-02-25,PR-01218,NW-070,12,OFC-128
CH-0008817,2026-05-13,PR-02788,AP-081,-5,OFC-117
CH-0008818,2026-06-01,PR-02222,CV-001,4,OFC-227
CH-0008819,2026-06-13,PR-01914,CL-090,-12,OFC-127
CH-0008820,2026-02-25,PR-01684,AP-081,-6,OFC-230
CH-0008821,2026-01-08,PR-01443,AP-080,33,OFC-249
CH-0008822,2026-06-06,PR-01226,EM-030,10,OFC-108
CH-0008823,2026-06-09,PR-02266,TR-060,-3,OFC-242
CH-0008824,2026-03-10,PR-00017,CL-091,21,OFC-170
CH-0008825,2026-04-24,PR-00653,CL-091,19,OFC-140
CH-0008826,2026-04-02,PR-01916,CV-002,-27,OFC-107
CH-0008827,2026-06-15,PR-00477,TR-060,2,OFC-112
CH-0008828,2026-04-16,PR-00820,SR-100,-54,OFC-247
CH-0008829,2026-01-12,PR-02143,PR-110,-1,OFC-130
CH-0008830,2026-06-03,PR-00195,NW-071,-19,OFC-231
CH-0008831,2026-04-02,PR-01749,HE-050,9,OFC-122
CH-0008832,2026-05-06,PR-02249,SC-011,-40,OFC-197
CH-0008833,2026-05-02,PR-01929,EM-030,12,OFC-153
CH-0008834,2026-02-25,PR-00429,NW-071,-19,OFC-116
CH-0008835,2026-04-11,PR-02503,SC-010,7,OFC-199
CH-0008836,2026-06-15,PR-02704,SC-013,-74,OFC-128
CH-0008837,2026-01-25,PR-01075,CV-001,2,OFC-179
CH-0008838,2026-06-04,PR-02577,CV-001,3,OFC-113
CH-0008839,2026-03-03,PR-00772,SR-102,7,OFC-118
CH-0008840,2026-06-20,PR-00482,SR-100,-52,OFC-192
CH-0008841,2026-01-30,PR-02906,SC-010,8,OFC-150
CH-0008842,2026-01-02,PR-01523,AP-080,36,OFC-103
CH-0008843,2026-05-31,PR-02864,SR-101,-38,OFC-245
CH-0008844,2026-06-04,PR-01895,NW-071,-25,OFC-195
CH-0008845,2026-04-01,PR-02840,SR-101,-41,OFC-240
CH-0008846,2026-02-21,PR-02689,AP-081,-3,OFC-136
CH-0008847,2026-02-22,PR-02020,CV-002,-26,OFC-137
CH-0008848,2026-01-27,PR-02233,SC-012,-14,OFC-101
CH-0008849,2026-04-07,PR-01298,AP-080,38,OFC-233
CH-0008850,2026-04-13,PR-02660,FN-041,-6,OFC-231
CH-0008851,2026-03-04,PR-01158,TR-060,-1,OFC-142
CH-0008852,2026-03-25,PR-02077,CL-091,17,OFC-107
CH-0008853,2026-04-27,PR-01030,SR-101,-41,OFC-102
CH-0008854,2026-05-04,PR-01355,EM-031,-20,OFC-162
CH-0008855,2026-05-01,PR-00657,SR-102,7,OFC-224
CH-0008856,2026-02-27,PR-01762,EM-030,10,OFC-106
CH-0008857,2026-03-24,PR-00066,CV-002,-26,OFC-221
CH-0008858,2026-03-25,PR-00461,FN-041,-9,OFC-101
CH-0008859,2026-03-29,PR-01990,SR-102,10,OFC-240
CH-0008860,2026-06-13,PR-00330,CV-021,-52,OFC-120
CH-0008861,2026-03-17,PR-00922,HE-051,-20,OFC-247
CH-0008862,2026-06-21,PR-00138,CV-021,-52,OFC-240
CH-0008863,2026-04-14,PR-00981,EM-031,-23,OFC-115
CH-0008864,2026-04-15,PR-00926,CV-003,-57,OFC-203
CH-0008865,2026-05-18,PR-02048,CV-002,-28,OFC-163
CH-0008866,2026-04-01,PR-01567,TR-061,-44,OFC-116
CH-0008867,2026-01-11,PR-00098,CV-002,-28,OFC-215
CH-0008868,2026-06-14,PR-02106,SR-100,-52,OFC-188
CH-0008869,2026-05-23,PR-01523,EM-031,-19,OFC-225
CH-0008870,2026-06-22,PR-00007,CV-003,-58,OFC-171
CH-0008871,2026-02-28,PR-00858,CV-020,15,OFC-190
CH-0008872,2026-01-09,PR-02102,TR-061,-43,OFC-191
CH-0008873,2026-03-16,PR-00148,SR-100,-54,OFC-100
CH-0008874,2026-02-01,PR-02731,SC-012,-14,OFC-140
CH-0008875,2026-01-02,PR-01871,SR-100,-55,OFC-245
CH-0008876,2026-06-27,PR-02164,SR-100,-56,OFC-141
CH-0008877,2026-02-24,PR-01468,SR-100,-56,OFC-124
CH-0008878,2026-02-21,PR-01336,SR-102,4,OFC-237
CH-0008879,2026-04-12,PR-02823,TR-060,-2,OFC-201
CH-0008880,2026-03-12,PR-02071,SR-101,-36,OFC-245
CH-0008881,2026-03-24,PR-02038,HE-051,-19,OFC-159
CH-0008882,2026-01-12,PR-01458,NW-070,17,OFC-216
CH-0008883,2026-01-29,PR-02911,CV-021,-53,OFC-204
CH-0008884,2026-06-10,PR-00417,CL-090,-10,OFC-102
CH-0008885,2026-02-26,PR-01662,PR-111,-26,OFC-245
CH-0008886,2026-04-26,PR-02315,FN-040,4,OFC-122
CH-0008887,2026-03-21,PR-02046,HE-050,9,OFC-150
CH-0008888,2026-05-16,PR-00092,CV-001,8,OFC-229
CH-0008889,2026-04-12,PR-01670,EM-031,-19,OFC-164
CH-0008890,2026-05-28,PR-02019,CV-002,-22,OFC-167
CH-0008891,2026-03-27,PR-02272,FN-041,-8,OFC-123
CH-0008892,2026-06-07,PR-00744,CV-001,7,OFC-166
CH-0008893,2026-01-21,PR-00599,CV-020,11,OFC-168
CH-0008894,2026-01-10,PR-02821,HE-051,-16,OFC-188
CH-0008895,2026-05-12,PR-02750,CV-021,-53,OFC-191
CH-0008896,2026-02-04,PR-00954,CL-090,-11,OFC-155
CH-0008897,2026-03-17,PR-02212,EM-031,-23,OFC-106
CH-0008898,2026-06-01,PR-01081,EM-030,13,OFC-193
CH-0008899,2026-04-19,PR-00732,CV-003,-63,OFC-117
CH-0008900,2026-04-14,PR-02875,AP-080,36,OFC-192
CH-0008901,2026-04-15,PR-00797,CV-020,9,OFC-183
CH-0008902,2026-05-03,PR-01105,TR-060,2,OFC-196
CH-0008903,2026-01-30,PR-02306,CV-003,-62,OFC-104
CH-0008904,2026-01-09,PR-01815,SR-101,-39,OFC-118
CH-0008905,2026-02-23,PR-02864,CV-021,-50,OFC-125
CH-0008906,2026-03-26,PR-02235,CL-090,-14,OFC-146
CH-0008907,2026-02-25,PR-00313,FN-041,-7,OFC-206
CH-0008908,2026-03-20,PR-00601,AP-080,32,OFC-187
CH-0008909,2026-06-16,PR-01304,HE-051,-17,OFC-160
CH-0008910,2026-05-09,PR-01798,SC-013,-76,OFC-195
CH-0008911,2026-01-30,PR-00316,SR-102,6,OFC-210
CH-0008912,2026-03-28,PR-01337,CV-002,-24,OFC-173
CH-0008913,2026-02-10,PR-02423,SR-102,6,OFC-233
CH-0008914,2026-04-12,PR-01326,HE-051,-18,OFC-221
CH-0008915,2026-03-21,PR-02222,SC-011,-40,OFC-194
CH-0008916,2026-05-25,PR-02467,FN-041,-5,OFC-179
CH-0008917,2026-05-26,PR-02976,FN-041,-5,OFC-226
CH-0008918,2026-01-29,PR-01883,TR-061,-47,OFC-145
CH-0008919,2026-01-15,PR-01814,NW-072,-11,OFC-232
CH-0008920,2026-02-22,PR-02279,NW-072,-7,OFC-176
CH-0008921,2026-04-14,PR-00407,SC-010,6,OFC-182
CH-0008922,2026-03-18,PR-01037,SC-012,-16,OFC-186
CH-0008923,2026-04-23,PR-01014,SC-011,-41,OFC-127
CH-0008924,2026-03-06,PR-02430,SC-010,8,OFC-215
CH-0008925,2026-04-24,PR-00778,AP-081,-3,OFC-146
CH-0008926,2026-06-21,PR-02579,NW-070,13,OFC-144
CH-0008927,2026-05-11,PR-01077,TR-061,-46,OFC-149
CH-0008928,2026-02-25,PR-02300,CV-003,-57,OFC-208
CH-0008929,2026-01-24,PR-01061,CV-001,2,OFC-243
CH-0008930,2026-04-16,PR-01105,PR-111,-31,OFC-121
CH-0008931,2026-03-10,PR-01832,SC-010,8,OFC-106
CH-0008932,2026-01-08,PR-01874,HE-050,6,OFC-123
CH-0008933,2026-01-01,PR-01523,EM-030,9,OFC-230
CH-0008934,2026-03-07,PR-01606,CV-002,-27,OFC-236
CH-0008935,2026-03-19,PR-01957,AP-081,-2,OFC-191
CH-0008936,2026-03-16,PR-00458,FN-041,-6,OFC-192
CH-0008937,2026-03-11,PR-00045,AP-080,36,OFC-130
CH-0008938,2026-02-08,PR-01661,TR-062,3,OFC-121
CH-0008939,2026-06-16,PR-02055,SC-012,-13,OFC-126
CH-0008940,2026-04-23,PR-01258,FN-041,-8,OFC-212
CH-0008941,2026-01-23,PR-02326,HE-050,6,OFC-193
CH-0008942,2026-05-14,PR-00389,TR-062,7,OFC-216
CH-0008943,2026-03-20,PR-01455,SC-010,10,OFC-112
CH-0008944,2026-03-26,PR-00680,NW-070,18,OFC-223
CH-0008945,2026-06-23,PR-00113,CL-091,19,OFC-235
CH-0008946,2026-03-08,PR-00917,TR-060,2,OFC-199
CH-0008947,2026-02-26,PR-02526,HE-051,-20,OFC-158
CH-0008948,2026-04-20,PR-01272,CV-002,-23,OFC-104
CH-0008949,2026-02-17,PR-01757,CV-003,-63,OFC-160
CH-0008950,2026-02-03,PR-00850,AP-080,34,OFC-195
CH-0008951,2026-02-11,PR-01857,NW-071,-22,OFC-217
CH-0008952,2026-02-25,PR-02585,SR-101,-40,OFC-181
CH-0008953,2026-06-09,PR-01081,CL-090,-9,OFC-108
CH-0008954,2026-03-03,PR-02774,PR-110,1,OFC-235
CH-0008955,2026-02-22,PR-01870,NW-071,-23,OFC-194
CH-0008956,2026-05-06,PR-02196,TR-061,-42,OFC-152
CH-0008957,2026-06-24,PR-00388,CV-020,14,OFC-143
CH-0008958,2026-04-29,PR-01456,CV-003,-62,OFC-121
CH-0008959,2026-04-05,PR-00448,NW-071,-21,OFC-182
CH-0008960,2026-04-08,PR-02578,AP-080,33,OFC-100
CH-0008961,2026-01-18,PR-02160,CL-091,16,OFC-185
CH-0008962,2026-05-12,PR-00155,SR-102,6,OFC-115
CH-0008963,2026-03-16,PR-02474,SC-013,-78,OFC-171
CH-0008964,2026-01-02,PR-02362,NW-070,15,OFC-226
CH-0008965,2026-05-21,PR-02733,CV-020,15,OFC-136
CH-0008966,2026-02-14,PR-01986,HE-050,5,OFC-193
CH-0008967,2026-05-26,PR-00895,AP-080,37,OFC-204
CH-0008968,2026-05-18,PR-00575,SR-101,-37,OFC-149
CH-0008969,2026-04-24,PR-01312,NW-071,-23,OFC-132
CH-0008970,2026-04-12,PR-02769,CL-090,-15,OFC-169
CH-0008971,2026-03-15,PR-02334,NW-071,-21,OFC-141
CH-0008972,2026-03-05,PR-00758,TR-061,-46,OFC-249
CH-0008973,2026-06-11,PR-01165,EM-030,9,OFC-244
CH-0008974,2026-06-03,PR-02549,SC-013,-75,OFC-144
CH-0008975,2026-06-01,PR-01528,NW-070,12,OFC-238
CH-0008976,2026-06-18,PR-00531,TR-060,0,OFC-213
CH-0008977,2026-04-13,PR-02728,HE-051,-15,OFC-245
CH-0008978,2026-06-30,PR-02947,HE-050,6,OFC-229
CH-0008979,2026-05-19,PR-02680,CV-021,-47,OFC-165
CH-0008980,2026-05-10,PR-00169,NW-072,-8,OFC-131
CH-0008981,2026-06-23,PR-01602,PR-111,-31,OFC-202
CH-0008982,2026-02-24,PR-02762,CV-002,-26,OFC-249
CH-0008983,2026-04-24,PR-02341,EM-030,13,OFC-190
CH-0008984,2026-02-07,PR-00233,PR-110,0,OFC-184
CH-0008985,2026-02-28,PR-01757,AP-080,32,OFC-155
CH-0008986,2026-03-29,PR-01243,AP-081,-5,OFC-171
CH-0008987,2026-06-27,PR-02638,TR-060,-3,OFC-237
CH-0008988,2026-03-12,PR-01715,NW-070,13,OFC-161
CH-0008989,2026-01-01,PR-02487,AP-080,34,OFC-220
CH-0008990,2026-06-12,PR-02966,AP-081,-5,OFC-177
CH-0008991,2026-03-23,PR-00367,SC-010,5,OFC-169
CH-0008992,2026-01-14,PR-00048,SC-012,-17,OFC-181
CH-0008993,2026-02-15,PR-02355,NW-071,-20,OFC-222
CH-0008994,2026-06-09,PR-02325,SC-011,-42,OFC-106
CH-0008995,2026-03-05,PR-00977,TR-062,1,OFC-250
CH-0008996,2026-06-10,PR-00073,NW-070,14,OFC-136
CH-0008997,2026-03-13,PR-00305,AP-081,-8,OFC-217
CH-0008998,2026-03-27,PR-02681,NW-071,-21,OFC-112
CH-0008999,2026-03-26,PR-00310,SC-013,-73,OFC-134
CH-0009000,2026-03-11,PR-00529,NW-072,-10,OFC-163
CH-0009001,2026-04-13,PR-01097,NW-071,-23,OFC-111
CH-0009002,2026-03-23,PR-02865,SR-100,-58,OFC-243
CH-0009003,2026-03-30,PR-01701,TR-061,-44,OFC-167
CH-0009004,2026-02-17,PR-02911,CL-090,-13,OFC-116
CH-0009005,2026-01-16,PR-00903,AP-080,36,OFC-172
CH-0009006,2026-03-27,PR-00024,EM-031,-18,OFC-153
CH-0009007,2026-06-05,PR-00298,FN-040,3,OFC-239
CH-0009008,2026-02-14,PR-00497,SC-012,-14,OFC-153
CH-0009009,2026-06-27,PR-01491,AP-080,37,OFC-250
CH-0009010,2026-02-15,PR-00467,FN-040,1,OFC-150
CH-0009011,2026-05-19,PR-02076,FN-041,-10,OFC-243
CH-0009012,2026-05-23,PR-00174,CV-002,-25,OFC-184
CH-0009013,2026-06-05,PR-00443,EM-031,-21,OFC-226
CH-0009014,2026-01-22,PR-00575,CV-020,11,OFC-148
CH-0009015,2026-05-21,PR-00802,TR-060,0,OFC-144
CH-0009016,2026-01-08,PR-00521,FN-040,5,OFC-226
CH-0009017,2026-04-26,PR-02650,PR-110,2,OFC-234
CH-0009018,2026-06-20,PR-02365,FN-040,1,OFC-249
CH-0009019,2026-04-25,PR-01742,TR-062,6,OFC-247
CH-0009020,2026-05-09,PR-02143,FN-040,3,OFC-160
CH-0009021,2026-06-07,PR-01423,TR-062,2,OFC-145
CH-0009022,2026-05-06,PR-00457,CV-021,-52,OFC-199
CH-0009023,2026-06-22,PR-02986,CV-003,-57,OFC-237
CH-0009024,2026-03-25,PR-02069,CV-003,-60,OFC-110
CH-0009025,2026-06-16,PR-00032,CV-002,-23,OFC-209
CH-0009026,2026-04-09,PR-01102,SC-013,-77,OFC-186
CH-0009027,2026-03-14,PR-01163,AP-080,35,OFC-226
CH-0009028,2026-01-18,PR-02834,CL-091,21,OFC-137
CH-0009029,2026-04-03,PR-00701,SC-012,-18,OFC-173
CH-0009030,2026-03-16,PR-00064,TR-062,7,OFC-130
CH-0009031,2026-03-07,PR-01539,AP-081,-8,OFC-210
CH-0009032,2026-05-18,PR-00798,HE-050,6,OFC-153
CH-0009033,2026-03-04,PR-02343,CV-001,2,OFC-167
CH-0009034,2026-05-14,PR-00910,NW-070,18,OFC-182
CH-0009035,2026-06-05,PR-01463,HE-051,-15,OFC-226
CH-0009036,2026-06-12,PR-01224,CL-090,-12,OFC-230
CH-0009037,2026-04-19,PR-02310,HE-051,-15,OFC-246
CH-0009038,2026-02-09,PR-02342,NW-071,-20,OFC-178
CH-0009039,2026-05-16,PR-01933,PR-111,-26,OFC-218
CH-0009040,2026-06-22,PR-02836,HE-051,-18,OFC-149
CH-0009041,2026-05-26,PR-01920,TR-060,-3,OFC-191
CH-0009042,2026-04-18,PR-00663,TR-060,0,OFC-148
CH-0009043,2026-03-02,PR-01306,TR-062,1,OFC-203
CH-0009044,2026-04-23,PR-01586,PR-110,3,OFC-182
CH-0009045,2026-01-27,PR-01750,PR-110,0,OFC-100
CH-0009046,2026-05-15,PR-00071,NW-071,-22,OFC-120
CH-0009047,2026-04-05,PR-01069,HE-050,4,OFC-180
CH-0009048,2026-02-09,PR-00689,FN-041,-9,OFC-207
CH-0009049,2026-06-26,PR-00856,CV-002,-27,OFC-197
CH-0009050,2026-03-20,PR-00447,NW-070,16,OFC-214
CH-0009051,2026-01-07,PR-01978,TR-062,6,OFC-109
CH-0009052,2026-03-08,PR-00874,FN-040,5,OFC-174
CH-0009053,2026-04-14,PR-00079,CL-091,21,OFC-177
CH-0009054,2026-02-17,PR-00109,NW-071,-23,OFC-123
CH-0009055,2026-01-14,PR-02151,SC-010,7,OFC-247
CH-0009056,2026-03-15,PR-00673,PR-110,-1,OFC-145
CH-0009057,2026-03-07,PR-01464,CL-090,-10,OFC-172
CH-0009058,2026-03-02,PR-01335,NW-071,-20,OFC-178
CH-0009059,2026-03-15,PR-02214,CV-021,-47,OFC-138
CH-0009060,2026-01-26,PR-01368,SR-101,-41,OFC-226
CH-0009061,2026-01-16,PR-00938,EM-030,9,OFC-128
CH-0009062,2026-06-12,PR-00397,NW-071,-20,OFC-108
CH-0009063,2026-03-11,PR-02818,PR-110,3,OFC-223
CH-0009064,2026-06-05,PR-02236,SC-011,-39,OFC-166
CH-0009065,2026-03-23,PR-00567,SR-100,-57,OFC-110
CH-0009066,2026-02-24,PR-02163,SR-102,4,OFC-132
CH-0009067,2026-01-31,PR-02150,CV-001,5,OFC-228
CH-0009068,2026-01-24,PR-01015,CV-003,-61,OFC-166
CH-0009069,2026-06-28,PR-01687,PR-111,-29,OFC-186
CH-0009070,2026-06-02,PR-01006,FN-041,-5,OFC-181
CH-0009071,2026-04-24,PR-02551,TR-062,6,OFC-244
CH-0009072,2026-06-18,PR-02224,AP-080,33,OFC-135
CH-0009073,2026-04-26,PR-01486,FN-041,-11,OFC-221
CH-0009074,2026-04-07,PR-00514,SC-011,-42,OFC-130
CH-0009075,2026-04-27,PR-00708,SR-102,7,OFC-197
CH-0009076,2026-01-26,PR-01258,HE-051,-16,OFC-138
CH-0009077,2026-05-20,PR-00709,PR-110,2,OFC-249
CH-0009078,2026-04-28,PR-01656,CV-001,7,OFC-243
CH-0009079,2026-05-09,PR-01361,SR-101,-41,OFC-165
CH-0009080,2026-04-11,PR-01362,HE-051,-21,OFC-219
CH-0009081,2026-04-10,PR-01577,TR-061,-48,OFC-192
CH-0009082,2026-02-09,PR-02179,CV-001,6,OFC-202
CH-0009083,2026-05-28,PR-01974,EM-030,12,OFC-161
CH-0009084,2026-01-29,PR-01323,PR-111,-31,OFC-100
CH-0009085,2026-05-20,PR-02993,SC-010,6,OFC-229
CH-0009086,2026-06-13,PR-02155,HE-050,5,OFC-243
CH-0009087,2026-05-21,PR-01281,SR-100,-57,OFC-100
CH-0009088,2026-03-12,PR-01790,NW-070,14,OFC-187
CH-0009089,2026-05-10,PR-02739,SR-100,-57,OFC-230
CH-0009090,2026-04-08,PR-02842,TR-061,-42,OFC-213
CH-0009091,2026-04-16,PR-01951,CL-090,-14,OFC-171
CH-0009092,2026-01-04,PR-01559,CV-001,8,OFC-230
CH-0009093,2026-04-21,PR-01017,NW-071,-19,OFC-121
CH-0009094,2026-02-16,PR-00904,CV-003,-62,OFC-179
CH-0009095,2026-02-13,PR-01636,SC-013,-72,OFC-107
CH-0009096,2026-03-05,PR-01697,NW-072,-10,OFC-103
CH-0009097,2026-02-11,PR-02535,SC-012,-13,OFC-186
CH-0009098,2026-04-20,PR-00294,SR-101,-35,OFC-155
CH-0009099,2026-04-11,PR-01704,AP-081,-3,OFC-166
CH-0009100,2026-05-17,PR-01454,TR-061,-45,OFC-169
CH-0009101,2026-02-28,PR-00879,SR-100,-58,OFC-231
CH-0009102,2026-06-22,PR-02639,CV-020,15,OFC-201
CH-0009103,2026-03-29,PR-02928,CL-091,15,OFC-136
CH-0009104,2026-03-09,PR-00666,TR-061,-47,OFC-217
CH-0009105,2026-04-11,PR-02868,CV-001,7,OFC-212
CH-0009106,2026-01-01,PR-02664,CV-002,-22,OFC-201
CH-0009107,2026-04-25,PR-01030,AP-080,34,OFC-140
CH-0009108,2026-02-22,PR-01311,CL-090,-15,OFC-212
CH-0009109,2026-06-24,PR-02153,CV-021,-48,OFC-209
CH-0009110,2026-06-24,PR-02123,CV-020,14,OFC-215
CH-0009111,2026-01-27,PR-02279,AP-081,-7,OFC-249
CH-0009112,2026-06-26,PR-00146,SC-011,-39,OFC-245
CH-0009113,2026-04-24,PR-02614,FN-040,4,OFC-141
CH-0009114,2026-03-11,PR-01480,AP-080,38,OFC-234
CH-0009115,2026-05-17,PR-00619,NW-072,-7,OFC-160
CH-0009116,2026-02-15,PR-00795,EM-031,-19,OFC-187
CH-0009117,2026-04-01,PR-02129,SR-101,-38,OFC-134
CH-0009118,2026-02-17,PR-01877,SC-010,10,OFC-233
CH-0009119,2026-01-04,PR-01986,CV-020,13,OFC-132
CH-0009120,2026-05-10,PR-00994,HE-051,-16,OFC-103
CH-0009121,2026-06-13,PR-01505,NW-071,-25,OFC-163
CH-0009122,2026-01-16,PR-01341,PR-111,-30,OFC-150
CH-0009123,2026-04-12,PR-00979,HE-051,-17,OFC-200
CH-0009124,2026-04-03,PR-00249,CV-021,-48,OFC-172
CH-0009125,2026-02-02,PR-01043,TR-061,-43,OFC-176
CH-0009126,2026-06-14,PR-01069,AP-081,-8,OFC-155
CH-0009127,2026-06-08,PR-02931,CV-003,-57,OFC-188
CH-0009128,2026-06-13,PR-02435,TR-061,-48,OFC-122
CH-0009129,2026-02-27,PR-00680,CL-090,-9,OFC-152
CH-0009130,2026-03-26,PR-02952,CV-003,-62,OFC-173
CH-0009131,2026-02-24,PR-00257,SR-101,-35,OFC-103
CH-0009132,2026-04-21,PR-02523,CV-002,-23,OFC-121
CH-0009133,2026-03-05,PR-00617,CL-091,20,OFC-166
CH-0009134,2026-03-06,PR-01745,CV-001,5,OFC-178
CH-0009135,2026-06-01,PR-01258,SC-010,11,OFC-132
CH-0009136,2026-03-28,PR-01273,TR-061,-45,OFC-138
CH-0009137,2026-06-15,PR-02570,AP-080,32,OFC-125
CH-0009138,2026-02-18,PR-00408,CV-003,-62,OFC-190
CH-0009139,2026-03-13,PR-00384,SC-010,6,OFC-112
CH-0009140,2026-05-24,PR-00011,FN-040,3,OFC-170
CH-0009141,2026-04-10,PR-01285,NW-072,-13,OFC-141
CH-0009142,2026-03-03,PR-02347,TR-061,-42,OFC-185
CH-0009143,2026-02-04,PR-02269,EM-030,13,OFC-107
CH-0009144,2026-03-22,PR-01823,TR-061,-46,OFC-175
CH-0009145,2026-03-20,PR-01949,CL-090,-13,OFC-229
CH-0009146,2026-04-13,PR-02744,NW-071,-19,OFC-201
CH-0009147,2026-05-19,PR-02943,CL-090,-9,OFC-105
CH-0009148,2026-05-26,PR-01048,NW-071,-25,OFC-225
CH-0009149,2026-04-30,PR-00505,CL-090,-11,OFC-215
CH-0009150,2026-04-14,PR-01551,CV-002,-22,OFC-166
CH-0009151,2026-03-07,PR-00843,CV-002,-27,OFC-250
CH-0009152,2026-02-01,PR-00093,SC-012,-14,OFC-171
CH-0009153,2026-06-20,PR-02121,AP-081,-4,OFC-227
CH-0009154,2026-02-21,PR-02486,TR-061,-45,OFC-205
CH-0009155,2026-01-10,PR-02089,FN-040,1,OFC-181
CH-0009156,2026-05-06,PR-02473,CV-002,-22,OFC-177
CH-0009157,2026-03-13,PR-00067,HE-050,7,OFC-227
CH-0009158,2026-03-29,PR-02106,NW-070,12,OFC-146
CH-0009159,2026-01-17,PR-02248,NW-072,-11,OFC-151
CH-0009160,2026-03-30,PR-00621,TR-060,1,OFC-248
CH-0009161,2026-03-28,PR-02416,NW-072,-13,OFC-156
CH-0009162,2026-04-21,PR-00662,NW-071,-22,OFC-208
CH-0009163,2026-04-06,PR-01675,AP-081,-6,OFC-126
CH-0009164,2026-01-01,PR-00230,SC-010,10,OFC-188
CH-0009165,2026-02-22,PR-01626,TR-062,1,OFC-232
CH-0009166,2026-03-10,PR-00475,SR-101,-36,OFC-218
CH-0009167,2026-01-07,PR-00377,SC-013,-76,OFC-138
CH-0009168,2026-05-24,PR-02849,CV-003,-63,OFC-164
CH-0009169,2026-06-25,PR-01800,NW-071,-24,OFC-101
CH-0009170,2026-01-04,PR-00646,HE-050,3,OFC-101
CH-0009171,2026-01-26,PR-00251,EM-030,12,OFC-125
CH-0009172,2026-04-14,PR-01135,CL-090,-10,OFC-204
CH-0009173,2026-01-16,PR-02751,EM-030,11,OFC-135
CH-0009174,2026-01-03,PR-00985,AP-080,36,OFC-105
CH-0009175,2026-03-20,PR-01235,NW-072,-13,OFC-155
CH-0009176,2026-05-05,PR-00219,PR-110,-1,OFC-119
CH-0009177,2026-05-08,PR-01552,SC-013,-72,OFC-247
CH-0009178,2026-03-01,PR-01844,CV-002,-25,OFC-141
CH-0009179,2026-03-09,PR-00854,EM-030,10,OFC-132
CH-0009180,2026-03-18,PR-00854,PR-110,4,OFC-161
CH-0009181,2026-03-22,PR-00030,TR-061,-46,OFC-203
CH-0009182,2026-03-30,PR-00522,TR-061,-46,OFC-100
CH-0009183,2026-03-31,PR-02416,PR-111,-27,OFC-164
CH-0009184,2026-03-17,PR-02820,HE-050,4,OFC-219
CH-0009185,2026-03-28,PR-01962,NW-070,12,OFC-231
CH-0009186,2026-02-18,PR-00760,CV-003,-61,OFC-193
CH-0009187,2026-02-13,PR-02193,CV-001,7,OFC-135
CH-0009188,2026-04-24,PR-02599,CV-003,-60,OFC-192
CH-0009189,2026-03-09,PR-00026,FN-040,6,OFC-135
CH-0009190,2026-04-08,PR-00312,NW-071,-23,OFC-243
CH-0009191,2026-03-03,PR-01884,CV-003,-63,OFC-215
CH-0009192,2026-03-17,PR-02300,NW-071,-20,OFC-110
CH-0009193,2026-05-19,PR-01485,FN-040,4,OFC-125
CH-0009194,2026-01-24,PR-02647,TR-061,-47,OFC-207
CH-0009195,2026-02-02,PR-02137,HE-050,7,OFC-118
CH-0009196,2026-02-09,PR-02763,CV-020,12,OFC-244
CH-0009197,2026-03-31,PR-02409,HE-051,-19,OFC-196
CH-0009198,2026-06-04,PR-01877,SC-011,-40,OFC-111
CH-0009199,2026-01-25,PR-00205,SC-013,-78,OFC-179
CH-0009200,2026-01-14,PR-02072,EM-031,-23,OFC-212
CH-0009201,2026-06-28,PR-02281,SC-011,-39,OFC-217
